"Severity","ThreadID","Date","Time","Application","Message"
"INFO","Thread-31984","07/08/2019","18:48:07","mail","mail sent (subject:CF Mail Testfrom:root@sweet-gray-balsam.viviotech.us; to:brenton.viviotech@gmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-32346","07/08/2019","19:03:13","mail","mail sent (subject:OnlineEEI.com order 176781 - UPS Ground - Authorize.net TransID:61809968075from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-32352","07/08/2019","19:03:13","mail","mail sent (subject:OnlineEEI.com order 176781 - UPS Ground - Authorize.net TransID:61809968075from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-32354","07/08/2019","19:03:14","mail","mail sent (subject:OnlineEEI.com order 176781 - UPS Ground - Authorize.net TransID:61809968075from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-32353","07/08/2019","19:03:14","mail","mail sent (subject:OnlineEEI.com order 176781 - UPS Groundfrom:Orders@OnlineEEI.com; to:lucasebas75@gmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33242","07/08/2019","19:44:16","mail","mail sent (subject:Error at https://onlineeei.com/pp_ipn.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33794","07/08/2019","20:10:00","mail","mail sent (subject:OnlineEEI.com order 31526 - UPS Ground - Authorize.net TransID:61810075909from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33799","07/08/2019","20:10:00","mail","mail sent (subject:OnlineEEI.com order 31526 - UPS Ground - Authorize.net TransID:61810075909from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33800","07/08/2019","20:10:01","mail","mail sent (subject:OnlineEEI.com order 31526 - UPS Ground - Authorize.net TransID:61810075909from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33801","07/08/2019","20:10:01","mail","mail sent (subject:OnlineEEI.com order 31526 - UPS Groundfrom:Orders@OnlineEEI.com; to:usoaleki1@gmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33848","07/08/2019","20:12:41","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33916","07/08/2019","20:17:12","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-33994","07/08/2019","20:22:10","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34020","07/08/2019","20:23:27","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34070","07/08/2019","20:26:45","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34099","07/08/2019","20:28:03","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34105","07/08/2019","20:28:11","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34112","07/08/2019","20:28:17","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34118","07/08/2019","20:28:27","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34154","07/08/2019","20:30:00","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-34166","07/08/2019","20:30:18","mail","mail sent (subject:Error at https://www.onlineeei.com/cart.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35619","07/08/2019","21:46:55","mail","mail sent (subject:Failed Card Authorization - Authorize.net TransID: 61810232170from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com, JimB@OnlineEEI.com, JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35820","07/08/2019","21:48:34","mail","mail sent (subject:OnlineEEI.com order 115694 - No Shipping Charges - Authorize.net TransID:61810235830from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35827","07/08/2019","21:48:34","mail","mail sent (subject:OnlineEEI.com order 115694 - UPS Freight - Authorize.net TransID:61810235830from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35829","07/08/2019","21:48:35","mail","mail sent (subject:OnlineEEI.com order 115694 - UPS Freightfrom:Orders@OnlineEEI.com; to:michael@thechurchatwhiteknoll.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35828","07/08/2019","21:48:35","mail","mail sent (subject:OnlineEEI.com order 115694 - UPS Freight - Authorize.net TransID:61810235830from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-35901","07/08/2019","21:51:33","mail","mail sent (subject:Failed Card Authorization - Authorize.net TransID: 61810242177from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com, JimB@OnlineEEI.com, JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-36108","07/08/2019","22:00:40","mail","mail sent (subject:OnlineEEI.com order 33581 - UPS Ground - Authorize.net TransID:61810262636from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-36114","07/08/2019","22:00:41","mail","mail sent (subject:OnlineEEI.com order 33581 - UPS Ground - Authorize.net TransID:61810262636from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-36117","07/08/2019","22:00:41","mail","mail sent (subject:OnlineEEI.com order 33581 - UPS Groundfrom:Orders@OnlineEEI.com; to:itspicassokids@gmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-36115","07/08/2019","22:00:41","mail","mail sent (subject:OnlineEEI.com order 33581 - UPS Ground - Authorize.net TransID:61810262636from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-37198","07/08/2019","23:01:38","mail","mail sent (subject:Error at https://onlineeei.com/pp_ipn.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-37926","07/08/2019","23:42:28","mail","mail sent (subject:OnlineEEI.com order 127181 - UPS Ground - Authorize.net TransID:61810460910from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-37925","07/08/2019","23:42:28","mail","mail sent (subject:OnlineEEI.com order 127181 - UPS Ground - Authorize.net TransID:61810460910from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-37932","07/08/2019","23:42:28","mail","mail sent (subject:OnlineEEI.com order 127181 - UPS Ground - Authorize.net TransID:61810460910from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-37933","07/08/2019","23:42:28","mail","mail sent (subject:OnlineEEI.com order 127181 - UPS Groundfrom:Orders@OnlineEEI.com; to:theweddingplannervc@hotmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-39079","07/09/2019","01:04:13","mail","mail sent (subject:Contact Us Web Formfrom:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com, support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-39805","07/09/2019","01:45:44","mail","mail sent (subject:Error at https://onlineeei.com/pp_ipn.cfmfrom:support@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-46080","07/09/2019","08:13:12","mail","mail sent (subject:OnlineEEI.com order 80697 - UPS Ground - Authorize.net TransID:61810864445from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-46079","07/09/2019","08:13:12","mail","mail sent (subject:OnlineEEI.com order 80697 - UPS Ground - Authorize.net TransID:61810864445from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-46082","07/09/2019","08:13:12","mail","mail sent (subject:OnlineEEI.com order 80697 - UPS Ground - Authorize.net TransID:61810864445from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-46083","07/09/2019","08:13:12","mail","mail sent (subject:OnlineEEI.com order 80697 - UPS Groundfrom:Orders@OnlineEEI.com; to:amrosa0723@gmail.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-47051","07/09/2019","08:41:27","mail","mail sent (subject:OnlineEEI.com order 155602 - UPS Ground - Authorize.net TransID:61810902994from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-47057","07/09/2019","08:41:27","mail","mail sent (subject:OnlineEEI.com order 155602 - UPS Ground - Authorize.net TransID:61810902994from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-47058","07/09/2019","08:41:28","mail","mail sent (subject:OnlineEEI.com order 155602 - UPS Groundfrom:Orders@OnlineEEI.com; to:ORDERS@ENDARA.COM; cc:; bcc:; ft:; rt:)"
"INFO","Thread-47059","07/09/2019","08:41:28","mail","mail sent (subject:OnlineEEI.com order 155602 - UPS Ground - Authorize.net TransID:61810902994from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50160","07/09/2019","11:00:17","mail","mail sent (subject:OnlineEEI.com order 172933 - UPS Ground - Authorize.net TransID:61811107046from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50166","07/09/2019","11:00:18","mail","mail sent (subject:OnlineEEI.com order 172933 - UPS Groundfrom:Orders@OnlineEEI.com; to:adavis@douglas.co.us; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50167","07/09/2019","11:00:18","mail","mail sent (subject:OnlineEEI.com order 172933 - UPS Ground - Authorize.net TransID:61811107046from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50165","07/09/2019","11:00:18","mail","mail sent (subject:OnlineEEI.com order 172933 - UPS Ground - Authorize.net TransID:61811107046from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50432","07/09/2019","11:11:12","mail","mail sent (subject:OnlineEEI.com order 46224 - UPS Ground - Authorize.net TransID:61811131157from:Orders@OnlineEEI.com; to:Sales@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50437","07/09/2019","11:11:13","mail","mail sent (subject:OnlineEEI.com order 46224 - UPS Ground - Authorize.net TransID:61811131157from:Orders@OnlineEEI.com; to:JerryR@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50438","07/09/2019","11:11:13","mail","mail sent (subject:OnlineEEI.com order 46224 - UPS Ground - Authorize.net TransID:61811131157from:Orders@OnlineEEI.com; to:JimB@OnlineEEI.com; cc:; bcc:; ft:; rt:)"
"INFO","Thread-50439","07/09/2019","11:11:14","mail","mail sent (subject:OnlineEEI.com order 46224 - UPS Groundfrom:Orders@OnlineEEI.com; to:mdillard@fchfs.org; cc:; bcc:; ft:; rt:)"
"INFO","Thread-52029","07/09/2019","12:06:56","mail","mail sent (subject:SAIA Error at www.onlineeei.com cart_saia.cfm Line:213 Connection Failure. Status code unavailable. Session:49E4E056D75EFD64DD9E883646A9190Cfrom:errors@onlineeei.com; to:support@onlineeei.com; cc:; bcc:; ft:; rt:)"
